energy_relative_fermi_ev,energy_absolute_ev,dos_states_per_ev_per_cell
-8.73000000000007,-0.9282000000000696,0.07680818818921918
-8.72000000000007,-0.9182000000000698,0.07856288304953352
-8.71000000000007,-0.9082000000000701,0.08067153837874645
-8.70000000000007,-0.8982000000000703,0.08319751341994039
-8.69000000000007,-0.8882000000000705,0.08620361309246011
-8.68000000000007,-0.8782000000000707,0.08975090345421619
-8.670000000000071,-0.8682000000000709,0.09389749078254025
-8.660000000000071,-0.8582000000000711,0.0986972849395047
-8.650000000000071,-0.8482000000000713,0.10419876891766765
-8.640000000000072,-0.8382000000000716,0.11044379735188577
-8.630000000000072,-0.8282000000000718,0.11746644729639723
-8.620000000000072,-0.818200000000072,0.1252919446684354
-8.610000000000072,-0.8082000000000722,0.13393568941698533
-8.600000000000072,-0.7982000000000724,0.14340240165934595
-8.590000000000073,-0.7882000000000726,0.15368540971786457
-8.580000000000073,-0.7782000000000728,0.1647660991739271
-8.570000000000073,-0.768200000000073,0.17661353973883503
-8.560000000000073,-0.7582000000000733,0.18918430394021488
-8.550000000000074,-0.7482000000000735,0.2024224883743291
-8.540000000000074,-0.7382000000000737,0.21625994463373482
-8.530000000000074,-0.7282000000000739,0.23061672305892233
-8.520000000000074,-0.7182000000000741,0.24540172827111129
-8.510000000000074,-0.7082000000000743,0.2605135811244903
-8.500000000000075,-0.6982000000000745,0.2758416773829731
-8.490000000000075,-0.6882000000000748,0.2912674291977104
-8.480000000000075,-0.678200000000075,0.306665671456077
-8.470000000000075,-0.6682000000000752,0.32190621140446113
-8.460000000000075,-0.6582000000000754,0.3368554967197404
-8.450000000000076,-0.6482000000000756,0.3513783745066711
-8.440000000000076,-0.6382000000000758,0.36533991160124646
-8.430000000000076,-0.628200000000076,0.3786072451130152
-8.420000000000076,-0.6182000000000762,0.3910514313700762
-8.410000000000077,-0.6082000000000765,0.4025492613446209
-8.400000000000077,-0.5982000000000767,0.4129850112199202
-8.390000000000077,-0.5882000000000769,0.4222520979784847
-8.380000000000077,-0.5782000000000771,0.4302546116987536
-8.370000000000077,-0.5682000000000773,0.4369086985854353
-8.360000000000078,-0.5582000000000775,0.4421437715612731
-8.350000000000078,-0.5482000000000777,0.4459035284465846
