energy_absolute_ev,energy_relative_fermi_ev,dos_states_per_ev_per_cell,integrated_states_per_cell
-6.54,-14.341999999999999,4.164e-86,2.278e-85
-6.53,-14.332,4.164e-86,2.282e-85
-6.52,-14.322,4.164e-86,2.286e-85
-6.51,-14.312,4.164e-86,2.29e-85
-6.5,-14.302,4.164e-86,2.294e-85
-6.49,-14.292,4.164e-86,2.299e-85
-6.48,-14.282,4.164e-86,2.303e-85
-6.47,-14.271999999999998,4.164e-86,2.307e-85
-6.46,-14.262,4.164e-86,2.311e-85
-6.45,-14.251999999999999,4.164e-86,2.315e-85
-6.44,-14.242,4.164e-86,2.319e-85
-6.43,-14.232,4.164e-86,2.324e-85
-6.42,-14.222,4.164e-86,2.328e-85
-6.41,-14.212,4.164e-86,2.332e-85
-6.4,-14.202,4.164e-86,2.336e-85
-6.39,-14.192,4.164e-86,2.34e-85
-6.38,-14.181999999999999,4.164e-86,2.344e-85
-6.37,-14.172,4.164e-86,2.349e-85
-6.36,-14.161999999999999,4.164e-86,2.353e-85
-6.35,-14.152,4.164e-86,2.357e-85
-6.34,-14.142,4.164e-86,2.361e-85
-6.33,-14.132,4.164e-86,2.365e-85
-6.32,-14.122,4.164e-86,2.369e-85
-6.31,-14.111999999999998,4.164e-86,2.374e-85
-6.3,-14.102,4.164e-86,2.378e-85
-6.29,-14.091999999999999,4.164e-86,2.382e-85
-6.28,-14.082,4.164e-86,2.386e-85
-6.27,-14.072,4.164e-86,2.39e-85
-6.26,-14.062,4.164e-86,2.394e-85
-6.25,-14.052,4.164e-86,2.399e-85
-6.24,-14.042,4.164e-86,2.403e-85
-6.23,-14.032,4.164e-86,2.407e-85
-6.22,-14.021999999999998,4.164e-86,2.411e-85
-6.21,-14.012,4.164e-86,2.415e-85
-6.2,-14.001999999999999,4.164e-86,2.419e-85
-6.19,-13.992,4.164e-86,2.424e-85
-6.18,-13.982,4.164e-86,2.428e-85
-6.17,-13.972,4.164e-86,2.432e-85
-6.16,-13.962,4.164e-86,2.436e-85
-6.15,-13.952,4.164e-86,2.44e-85
-6.14,-13.942,4.164e-86,2.444e-85
-6.13,-13.931999999999999,4.164e-86,2.449e-85
-6.12,-13.922,4.164e-86,2.453e-85
-6.11,-13.911999999999999,4.164e-86,2.457e-85
-6.1,-13.902,4.164e-86,2.461e-85
-6.09,-13.892,4.164e-86,2.465e-85
-6.08,-13.882,4.164e-86,2.469e-85
-6.07,-13.872,4.164e-86,2.474e-85
-6.06,-13.861999999999998,4.164e-86,2.478e-85
-6.05,-13.852,4.164e-86,2.482e-85
-6.04,-13.841999999999999,4.164e-86,2.486e-85
-6.03,-13.832,4.164e-86,2.49e-85
-6.02,-13.822,4.164e-86,2.494e-85
-6.01,-13.812,4.164e-86,2.498e-85
-6.0,-13.802,4.164e-86,2.503e-85
-5.99,-13.792,4.164e-86,2.507e-85
-5.98,-13.782,4.164e-86,2.511e-85
-5.97,-13.771999999999998,4.164e-86,2.515e-85
-5.96,-13.762,4.164e-86,2.519e-85
-5.95,-13.751999999999999,4.164e-86,2.523e-85
-5.94,-13.742,4.164e-86,2.528e-85
-5.93,-13.732,4.164e-86,2.532e-85
-5.92,-13.722,4.164e-86,2.536e-85
-5.91,-13.712,4.164e-86,2.54e-85
-5.9,-13.702,4.164e-86,2.544e-85
-5.89,-13.692,4.164e-86,2.548e-85
-5.88,-13.681999999999999,4.164e-86,2.553e-85
-5.87,-13.672,4.164e-86,2.557e-85
-5.86,-13.661999999999999,4.164e-86,2.561e-85
-5.85,-13.652,4.164e-86,2.565e-85
-5.84,-13.642,4.164e-86,2.569e-85
-5.83,-13.632,4.164e-86,2.573e-85
-5.82,-13.622,4.164e-86,2.578e-85
-5.81,-13.611999999999998,4.164e-86,2.582e-85
-5.8,-13.602,4.164e-86,2.586e-85
-5.79,-13.591999999999999,4.164e-86,2.59e-85
-5.78,-13.582,4.164e-86,2.594e-85
-5.77,-13.572,4.164e-86,2.598e-85
-5.76,-13.562,4.164e-86,2.603e-85
-5.75,-13.552,4.164e-86,2.607e-85
-5.74,-13.542,4.164e-86,2.611e-85
-5.73,-13.532,4.164e-86,2.615e-85
-5.72,-13.521999999999998,4.164e-86,2.619e-85
-5.71,-13.512,4.164e-86,2.623e-85
-5.7,-13.501999999999999,4.164e-86,2.628e-85
-5.69,-13.492,4.164e-86,2.632e-85
-5.68,-13.482,4.164e-86,2.636e-85
-5.67,-13.472,4.164e-86,2.64e-85
-5.66,-13.462,4.164e-86,2.644e-85
-5.65,-13.452,4.164e-86,2.648e-85
-5.64,-13.442,4.164e-86,2.653e-85
-5.63,-13.431999999999999,4.164e-86,2.657e-85
-5.62,-13.422,4.164e-86,2.661e-85
-5.61,-13.411999999999999,4.164e-86,2.665e-85
-5.6,-13.402,4.164e-86,2.669e-85
-5.59,-13.392,4.164e-86,2.673e-85
-5.58,-13.382,4.164e-86,2.678e-85
-5.57,-13.372,4.164e-86,2.682e-85
-5.56,-13.361999999999998,4.164e-86,2.686e-85
-5.55,-13.352,4.164e-86,2.69e-85
-5.54,-13.341999999999999,4.164e-86,2.694e-85
-5.53,-13.332,4.164e-86,2.698e-85
-5.52,-13.322,4.164e-86,2.703e-85
-5.51,-13.312,4.164e-86,2.707e-85
-5.5,-13.302,4.164e-86,2.711e-85
-5.49,-13.292,4.164e-86,2.715e-85
-5.48,-13.282,4.164e-86,2.719e-85
-5.47,-13.271999999999998,4.164e-86,2.723e-85
-5.46,-13.262,4.164e-86,2.728e-85
-5.45,-13.251999999999999,4.164e-86,2.732e-85
-5.44,-13.242,4.164e-86,2.736e-85
-5.43,-13.232,4.164e-86,2.74e-85
-5.42,-13.222,4.164e-86,2.744e-85
-5.41,-13.212,4.164e-86,2.748e-85
-5.4,-13.202,4.164e-86,2.753e-85
-5.39,-13.192,4.164e-86,2.757e-85
-5.38,-13.181999999999999,4.164e-86,2.761e-85
-5.37,-13.172,4.167e-86,2.765e-85
-5.36,-13.161999999999999,4.193e-86,2.769e-85
-5.35,-13.152,4.365e-86,2.774e-85
-5.34,-13.142,5.463e-86,2.779e-85
-5.33,-13.132,1.244e-85,2.791e-85
-5.32,-13.122,5.638e-85,2.848e-85
-5.31,-13.111999999999998,3.305e-84,3.178e-85
-5.3,-13.102,2.026e-83,5.205e-85
-5.29,-13.091999999999999,1.242e-82,1.762e-84
-5.28,-13.082,7.557e-82,9.319e-84
-5.27,-13.072,4.558e-81,5.49e-83
-5.26,-13.062,2.725e-80,3.274e-82
-5.25,-13.052,1.615e-79,1.943e-81
-5.24,-13.042,9.486e-79,1.143e-80
-5.23,-13.032,5.523e-78,6.665e-80
-5.22,-13.021999999999998,3.187e-77,3.853e-79
-5.21,-13.012,1.822e-76,2.208e-78
-5.2,-13.001999999999999,1.033e-75,1.254e-77
-5.19,-12.992,5.804e-75,7.058e-77
-5.18,-12.982,3.232e-74,3.938e-76
-5.17,-12.972,1.784e-73,2.177e-75
-5.16,-12.962,9.758e-73,1.194e-74
-5.15,-12.952,5.291e-72,6.484e-74
-5.14,-12.942,2.843e-71,3.492e-73
-5.13,-12.931999999999999,1.514e-70,1.864e-72
-5.12,-12.922,7.995e-70,9.859e-72
-5.11,-12.911999999999999,4.183e-69,5.169e-71
-5.1,-12.902,2.17e-68,2.687e-70
-5.09,-12.892,1.115e-67,1.384e-69
-5.08,-12.882,5.682e-67,7.066e-69
-5.07,-12.872,2.869e-66,3.576e-68
-5.06,-12.861999999999998,1.436e-65,1.794e-67
-5.05,-12.852,7.125e-65,8.919e-67
-5.04,-12.841999999999999,3.503e-64,4.395e-66
-5.03,-12.832,1.707e-63,2.147e-65
-5.02,-12.822,8.247e-63,1.039e-64
-5.01,-12.812,3.948e-62,4.987e-64
-5.0,-12.802,1.873e-61,2.372e-63
-4.99,-12.792,8.811e-61,1.118e-62
-4.98,-12.782,4.107e-60,5.226e-62
-4.97,-12.771999999999998,1.898e-59,2.42e-61
-4.96,-12.762,8.691e-59,1.111e-60
-4.95,-12.751999999999999,3.945e-58,5.056e-60
-4.94,-12.742,1.775e-57,2.28e-59
-4.93,-12.732,7.913e-57,1.019e-58
-4.92,-12.722,3.497e-56,4.516e-58
-4.91,-12.712,1.532e-55,1.983e-57
-4.9,-12.702,6.65e-55,8.634e-57
-4.89,-12.692,2.862e-54,3.725e-56
-4.88,-12.681999999999999,1.221e-53,1.593e-55
-4.87,-12.672,5.16e-53,6.753e-55
-4.86,-12.661999999999999,2.162e-52,2.837e-54
-4.85,-12.652,8.978e-52,1.182e-53
-4.84,-12.642,3.696e-51,4.877e-53
-4.83,-12.632,1.508e-50,1.995e-52
-4.82,-12.622,6.096e-50,8.092e-52
-4.81,-12.611999999999998,2.443e-49,3.252e-51
-4.8,-12.602,9.706e-49,1.296e-50
-4.79,-12.591999999999999,3.821e-48,5.117e-50
-4.78,-12.582,1.491e-47,2.003e-49
-4.77,-12.572,5.768e-47,7.771e-49
-4.76,-12.562,2.211e-46,2.988e-48
-4.75,-12.552,8.401e-46,1.139e-47
-4.74,-12.542,3.164e-45,4.303e-47
-4.73,-12.532,1.181e-44,1.611e-46
-4.72,-12.521999999999998,4.369e-44,5.981e-46
-4.71,-12.512,1.602e-43,2.2e-45
-4.7,-12.501999999999999,5.823e-43,8.023e-45
-4.69,-12.492,2.098e-42,2.9e-44
-4.68,-12.482,7.49e-42,1.039e-43
-4.67,-12.472,2.65e-41,3.689e-43
-4.66,-12.462,9.296e-41,1.299e-42
-4.65,-12.452,3.232e-40,4.53e-42
-4.64,-12.442,1.114e-39,1.567e-41
-4.63,-12.431999999999999,3.803e-39,5.37e-41
-4.62,-12.422,1.287e-38,1.824e-40
-4.61,-12.411999999999999,4.319e-38,6.144e-40
-4.6,-12.402,1.436e-37,2.051e-39
-4.59,-12.392,4.734e-37,6.785e-39
-4.58,-12.382,1.546e-36,2.225e-38
-4.57,-12.372,5.007e-36,7.232e-38
-4.56,-12.361999999999998,1.607e-35,2.33e-37
-4.55,-12.352,5.111e-35,7.441e-37
-4.54,-12.341999999999999,1.611e-34,2.356e-36
-4.53,-12.332,5.035e-34,7.391e-36
-4.52,-12.322,1.559e-33,2.299e-35
-4.51,-12.312,4.787e-33,7.086e-35
-4.5,-12.302,1.456e-32,2.165e-34
-4.49,-12.292,4.392e-32,6.557e-34
-4.48,-12.282,1.313e-31,1.968e-33
-4.47,-12.271999999999998,3.889e-31,5.857e-33
-4.46,-12.262,1.142e-30,1.728e-32
-4.45,-12.251999999999999,3.323e-30,5.051e-32
-4.44,-12.242,9.586e-30,1.464e-31
-4.43,-12.232,2.741e-29,4.204e-31
-4.42,-12.222,7.766e-29,1.197e-30
-4.41,-12.212,2.181e-28,3.378e-30
-4.4,-12.202,6.072e-28,9.45e-30
-4.39,-12.192,1.675e-27,2.62e-29
-4.38,-12.181999999999999,4.581e-27,7.202e-29
-4.37,-12.172,1.242e-26,1.962e-28
-4.36,-12.161999999999999,3.336e-26,5.298e-28
-4.35,-12.152,8.883e-26,1.418e-27
-4.34,-12.142,2.344e-25,3.762e-27
-4.33,-12.132,6.132e-25,9.895e-27
-4.32,-12.122,1.59e-24,2.579e-26
-4.31,-12.111999999999998,4.086e-24,6.665e-26
-4.3,-12.102,1.041e-23,1.707e-25
-4.29,-12.091999999999999,2.627e-23,4.334e-25
-4.28,-12.082,6.573e-23,1.091e-24
-4.27,-12.072,1.63e-22,2.721e-24
-4.26,-12.062,4.007e-22,6.727e-24
-4.25,-12.052,9.761e-22,1.649e-23
-4.24,-12.042,2.357e-21,4.006e-23
-4.23,-12.032,5.641e-21,9.647e-23
-4.22,-12.021999999999998,1.338e-20,2.303e-22
-4.21,-12.012,3.146e-20,5.449e-22
-4.2,-12.001999999999999,7.332e-20,1.278e-21
-4.19,-11.992,1.693e-19,2.972e-21
-4.18,-11.982,3.877e-19,6.849e-21
-4.17,-11.972,8.797e-19,1.565e-20
-4.16,-11.962,1.978e-18,3.543e-20
-4.15,-11.952,4.41e-18,7.953e-20
-4.14,-11.942,9.743e-18,1.77e-19
-4.13,-11.931999999999999,2.133e-17,3.903e-19
-4.12,-11.922,4.63e-17,8.533e-19
-4.11,-11.911999999999999,9.961e-17,1.849e-18
-4.1,-11.902,2.124e-16,3.973e-18
-4.09,-11.892,4.488e-16,8.461e-18
-4.08,-11.882,9.401e-16,1.786e-17
-4.07,-11.872,1.952e-15,3.738e-17
-4.06,-11.861999999999998,4.016e-15,7.754e-17
-4.05,-11.852,8.19e-15,1.594e-16
-4.04,-11.841999999999999,1.656e-14,3.25e-16
-4.03,-11.832,3.317e-14,6.567e-16
-4.02,-11.822,6.587e-14,1.315e-15
-4.01,-11.812,1.296e-13,2.612e-15
-4.0,-11.802,2.529e-13,5.141e-15
-3.99,-11.792,4.89e-13,1.003e-14
-3.98,-11.782,9.372e-13,1.94e-14
-3.97,-11.772,1.78e-12,3.72e-14
-3.96,-11.762,3.351e-12,7.072e-14
-3.95,-11.751999999999999,6.254e-12,1.333e-13
-3.94,-11.741999999999999,1.157e-11,2.489e-13
-3.93,-11.732,2.12e-11,4.609e-13
-3.92,-11.722,3.852e-11,8.462e-13
-3.91,-11.712,6.937e-11,1.54e-12
-3.9,-11.702,1.238e-10,2.778e-12
-3.89,-11.692,2.19e-10,4.969e-12
-3.88,-11.681999999999999,3.841e-10,8.809e-12
-3.87,-11.672,6.675e-10,1.548e-11
-3.86,-11.661999999999999,1.15e-09,2.698e-11
-3.85,-11.652,1.963e-09,4.661e-11
-3.84,-11.642,3.322e-09,7.983e-11
-3.83,-11.632,5.571e-09,1.355e-10
-3.82,-11.622,9.262e-09,2.282e-10
-3.81,-11.612,1.526e-08,3.808e-10
-3.8,-11.602,2.492e-08,6.3e-10
-3.79,-11.591999999999999,4.034e-08,1.033e-09
-3.78,-11.581999999999999,6.471e-08,1.681e-09
-3.77,-11.572,1.029e-07,2.71e-09
-3.76,-11.562,1.622e-07,4.331e-09
-3.75,-11.552,2.533e-07,6.865e-09
-3.74,-11.542,3.922e-07,1.079e-08
-3.73,-11.532,6.019e-07,1.681e-08
-3.72,-11.522,9.155e-07,2.596e-08
-3.71,-11.512,1.38e-06,3.976e-08
-3.7,-11.501999999999999,2.062e-06,6.038e-08
-3.69,-11.491999999999999,3.054e-06,9.092e-08
-3.68,-11.482,4.483e-06,1.357e-07
-3.67,-11.472,6.522e-06,2.01e-07
-3.66,-11.462,9.404e-06,2.95e-07
-3.65,-11.452,1.344e-05,4.294e-07
-3.64,-11.442,1.904e-05,6.198e-07
-3.63,-11.431999999999999,2.673e-05,8.871e-07
-3.62,-11.422,3.72e-05,1.259e-06
-3.61,-11.411999999999999,5.131e-05,1.772e-06
-3.6,-11.402,7.015e-05,2.474e-06
-3.59,-11.392,9.505e-05,3.424e-06
-3.58,-11.382,0.0001277,4.701e-06
-3.57,-11.372,0.0001699,6.4e-06
-3.56,-11.362,0.0002242,8.642e-06
-3.55,-11.352,0.0002932,1.157e-05
-3.54,-11.341999999999999,0.0003799,1.537e-05
-3.53,-11.331999999999999,0.0004881,2.025e-05
-3.52,-11.322,0.0006215,2.647e-05
-3.51,-11.312,0.0007843,3.431e-05
-3.5,-11.302,0.000981,4.412e-05
-3.49,-11.292,0.001216,5.628e-05
-3.48,-11.282,0.001494,7.123e-05
-3.47,-11.272,0.00182,8.943e-05
-3.46,-11.262,0.002197,0.0001114
-3.45,-11.251999999999999,0.002629,0.0001377
-3.44,-11.241999999999999,0.003117,0.0001689
-3.43,-11.232,0.003664,0.0002055
-3.42,-11.222,0.004268,0.0002482
-3.41,-11.212,0.004928,0.0002975
-3.4,-11.202,0.00564,0.0003539
-3.39,-11.192,0.006398,0.0004178
-3.38,-11.181999999999999,0.007193,0.0004898
-3.37,-11.172,0.008015,0.0005699
-3.36,-11.161999999999999,0.008852,0.0006584
-3.35,-11.152,0.009691,0.0007554
-3.34,-11.142,0.01051,0.0008605
-3.33,-11.132,0.01131,0.0009736
-3.32,-11.122,0.01205,0.001094
-3.31,-11.112,0.01274,0.001221
-3.3,-11.102,0.01334,0.001355
-3.29,-11.091999999999999,0.01385,0.001493
-3.28,-11.081999999999999,0.01425,0.001636
-3.27,-11.072,0.01453,0.001781
-3.26,-11.062,0.01469,0.001928
-3.25,-11.052,0.01473,0.002075
-3.24,-11.042,0.01465,0.002222
-3.23,-11.032,0.01444,0.002366
-3.22,-11.022,0.01413,0.002508
-3.21,-11.012,0.01372,0.002645
-3.2,-11.001999999999999,0.01323,0.002777
-3.19,-10.991999999999999,0.01268,0.002904
-3.18,-10.982,0.0121,0.003025
-3.17,-10.972,0.0115,0.00314
-3.16,-10.962,0.01093,0.003249
-3.15,-10.952,0.01042,0.003353
-3.14,-10.942,0.009988,0.003453
-3.13,-10.931999999999999,0.009683,0.00355
-3.12,-10.922,0.009538,0.003645
-3.11,-10.911999999999999,0.009594,0.003741
-3.1,-10.902,0.00989,0.00384
-3.09,-10.892,0.01047,0.003945
-3.08,-10.882,0.01137,0.004059
-3.07,-10.872,0.01264,0.004185
-3.06,-10.862,0.01432,0.004328
-3.05,-10.852,0.01645,0.004493
-3.04,-10.841999999999999,0.01906,0.004683
-3.03,-10.831999999999999,0.02218,0.004905
-3.02,-10.822,0.02585,0.005164
-3.01,-10.812,0.03009,0.005465
-3.0,-10.802,0.03489,0.005813
-2.99,-10.792,0.04026,0.006216
-2.98,-10.782,0.04619,0.006678
-2.97,-10.772,0.05264,0.007204
-2.96,-10.762,0.05959,0.0078
-2.95,-10.751999999999999,0.06695,0.00847
-2.94,-10.741999999999999,0.07468,0.009217
-2.93,-10.732,0.08268,0.01004
-2.92,-10.722,0.09086,0.01095
-2.91,-10.712,0.09911,0.01194
-2.9,-10.702,0.1073,0.01302
-2.89,-10.692,0.1154,0.01417
-2.88,-10.681999999999999,0.1232,0.0154
-2.87,-10.672,0.1306,0.01671
-2.86,-10.661999999999999,0.1375,0.01808
-2.85,-10.652,0.1438,0.01952
-2.84,-10.642,0.1495,0.02102
-2.83,-10.632,0.1544,0.02256
-2.82,-10.622,0.1585,0.02414
-2.81,-10.612,0.1618,0.02576
-2.8,-10.602,0.1642,0.0274
-2.79,-10.591999999999999,0.1657,0.02906
-2.78,-10.581999999999999,0.1664,0.03073
-2.77,-10.572,0.1662,0.03239
-2.76,-10.562,0.1651,0.03404
-2.75,-10.552,0.1632,0.03567
-2.74,-10.542,0.1605,0.03728
-2.73,-10.532,0.1571,0.03885
-2.72,-10.522,0.153,0.04038
-2.71,-10.512,0.1482,0.04186
-2.7,-10.501999999999999,0.1429,0.04329
-2.69,-10.491999999999999,0.137,0.04466
-2.68,-10.482,0.1307,0.04596
-2.67,-10.472,0.124,0.0472
-2.66,-10.462,0.117,0.04837
-2.65,-10.452,0.1097,0.04947
-2.64,-10.442,0.1023,0.05049
-2.63,-10.431999999999999,0.09482,0.05144
-2.62,-10.422,0.08732,0.05231
-2.61,-10.411999999999999,0.0799,0.05311
-2.6,-10.402,0.07262,0.05384
-2.59,-10.392,0.06555,0.0545
-2.58,-10.382,0.05876,0.05508
-2.57,-10.372,0.0523,0.05561
-2.56,-10.362,0.04622,0.05607
-2.55,-10.352,0.04055,0.05647
-2.54,-10.341999999999999,0.03532,0.05683
-2.53,-10.331999999999999,0.03054,0.05713
-2.52,-10.322,0.02624,0.05739
-2.51,-10.312,0.02241,0.05762
-2.5,-10.302,0.01904,0.05781
-2.49,-10.292,0.01613,0.05797
-2.48,-10.282,0.01367,0.05811
-2.47,-10.272,0.01164,0.05822
-2.46,-10.262,0.01002,0.05832
-2.45,-10.251999999999999,0.008818,0.05841
-2.44,-10.241999999999999,0.008014,0.05849
-2.43,-10.232,0.007608,0.05857
-2.42,-10.222,0.007606,0.05864
-2.41,-10.212,0.008018,0.05872
-2.4,-10.202,0.008862,0.05881
-2.39,-10.192,0.01016,0.05891
-2.38,-10.181999999999999,0.01195,0.05903
-2.37,-10.172,0.01426,0.05918
-2.36,-10.161999999999999,0.01713,0.05935
-2.35,-10.152,0.02061,0.05955
-2.34,-10.142,0.02472,0.0598
-2.33,-10.132,0.02951,0.0601
-2.32,-10.122,0.035,0.06045
-2.31,-10.112,0.0412,0.06086
-2.3,-10.102,0.04812,0.06134
-2.29,-10.091999999999999,0.05572,0.0619
-2.28,-10.081999999999999,0.06398,0.06254
-2.27,-10.072,0.07283,0.06327
-2.26,-10.062,0.08218,0.06409
-2.25,-10.052,0.09192,0.06501
-2.24,-10.042,0.1019,0.06603
-2.23,-10.032,0.112,0.06714
-2.22,-10.022,0.122,0.06836
-2.21,-10.012,0.1317,0.06968
-2.2,-10.001999999999999,0.1409,0.07109
-2.19,-9.991999999999999,0.1494,0.07258
-2.18,-9.982,0.157,0.07415
-2.17,-9.972,0.1636,0.07579
-2.16,-9.962,0.1689,0.07748
-2.15,-9.952,0.1729,0.07921
-2.14,-9.942,0.1754,0.08096
-2.13,-9.931999999999999,0.1764,0.08273
-2.12,-9.922,0.1759,0.08449
-2.11,-9.911999999999999,0.1738,0.08622
-2.1,-9.902,0.1703,0.08793
-2.09,-9.892,0.1654,0.08958
-2.08,-9.882,0.1593,0.09117
-2.07,-9.872,0.1522,0.0927
-2.06,-9.862,0.1443,0.09414
-2.05,-9.852,0.1357,0.0955
-2.04,-9.841999999999999,0.1268,0.09676
-2.03,-9.831999999999999,0.1178,0.09794
-2.02,-9.822,0.1089,0.09903
-2.01,-9.812,0.1004,0.1
-2.0,-9.802,0.09257,0.101
-1.99,-9.792,0.08553,0.1018
-1.98,-9.782,0.07954,0.1026
-1.97,-9.772,0.07479,0.1034
-1.96,-9.762,0.07147,0.1041
-1.95,-9.751999999999999,0.06972,0.1048
-1.94,-9.741999999999999,0.06967,0.1055
-1.93,-9.732,0.07145,0.1062
-1.92,-9.722,0.07515,0.1069
-1.91,-9.712,0.08081,0.1077
-1.9,-9.702,0.0885,0.1086
-1.89,-9.692,0.0982,0.1096
-1.88,-9.681999999999999,0.1099,0.1107
-1.87,-9.672,0.1235,0.1119
-1.86,-9.661999999999999,0.1389,0.1133
-1.85,-9.652,0.156,0.1149
-1.84,-9.642,0.1745,0.1166
-1.83,-9.632,0.1943,0.1186
-1.82,-9.622,0.215,0.1207
-1.81,-9.612,0.2363,0.1231
-1.8,-9.602,0.2579,0.1257
-1.79,-9.591999999999999,0.2793,0.1285
-1.78,-9.581999999999999,0.3003,0.1315
-1.77,-9.572,0.3203,0.1347
-1.76,-9.562,0.3391,0.1381
-1.75,-9.552,0.3561,0.1416
-1.74,-9.542,0.3712,0.1453
-1.73,-9.532,0.384,0.1492
-1.72,-9.522,0.3943,0.1531
-1.71,-9.512,0.4019,0.1571
-1.7,-9.501999999999999,0.4068,0.1612
-1.69,-9.491999999999999,0.4087,0.1653
-1.68,-9.482,0.4079,0.1694
-1.67,-9.472,0.4043,0.1734
-1.66,-9.462,0.3982,0.1774
-1.65,-9.452,0.3896,0.1813
-1.64,-9.442,0.3789,0.1851
-1.63,-9.431999999999999,0.3663,0.1887
-1.62,-9.422,0.352,0.1923
-1.61,-9.411999999999999,0.3364,0.1956
-1.6,-9.402,0.3197,0.1988
-1.59,-9.392,0.3022,0.2019
-1.58,-9.382,0.2842,0.2047
-1.57,-9.372,0.2658,0.2074
-1.56,-9.362,0.2474,0.2098
-1.55,-9.352,0.2291,0.2121
-1.54,-9.341999999999999,0.2111,0.2142
-1.53,-9.331999999999999,0.1935,0.2162
-1.52,-9.322,0.1765,0.2179
-1.51,-9.312,0.1601,0.2195
-1.5,-9.302,0.1445,0.221
-1.49,-9.292,0.1297,0.2223
-1.48,-9.282,0.1158,0.2234
-1.47,-9.272,0.1028,0.2245
-1.46,-9.262,0.0907,0.2254
-1.45,-9.251999999999999,0.07956,0.2262
-1.44,-9.241999999999999,0.06936,0.2269
-1.43,-9.232,0.06008,0.2275
-1.42,-9.222,0.05171,0.228
-1.41,-9.212,0.04422,0.2284
-1.4,-9.202,0.03757,0.2288
-1.39,-9.192,0.03172,0.2291
-1.38,-9.181999999999999,0.02663,0.2294
-1.37,-9.172,0.02223,0.2296
-1.36,-9.161999999999999,0.01849,0.2298
-1.35,-9.152,0.01535,0.2299
-1.34,-9.142,0.01276,0.2301
-1.33,-9.132,0.01068,0.2302
-1.32,-9.122,0.009062,0.2303
-1.31,-9.112,0.007878,0.2303
-1.3,-9.102,0.007095,0.2304
-1.29,-9.091999999999999,0.006691,0.2305
-1.28,-9.081999999999999,0.006648,0.2305
-1.27,-9.072,0.006958,0.2306
-1.26,-9.062,0.007615,0.2307
-1.25,-9.052,0.008621,0.2308
-1.24,-9.042,0.00998,0.2309
-1.23,-9.032,0.0117,0.231
-1.22,-9.022,0.01379,0.2311
-1.21,-9.012,0.01625,0.2313
-1.2,-9.001999999999999,0.01909,0.2315
-1.19,-8.991999999999999,0.02231,0.2317
-1.18,-8.982,0.02589,0.232
-1.17,-8.972,0.02982,0.2323
-1.16,-8.962,0.03407,0.2326
-1.15,-8.952,0.03861,0.233
-1.14,-8.942,0.04337,0.2334
-1.13,-8.931999999999999,0.0483,0.2339
-1.12,-8.922,0.05332,0.2344
-1.11,-8.911999999999999,0.05834,0.235
-1.1,-8.902,0.06327,0.2357
-1.09,-8.892,0.06802,0.2363
-1.08,-8.882,0.07248,0.2371
-1.07,-8.872,0.07655,0.2378
-1.06,-8.862,0.08014,0.2386
-1.05,-8.852,0.08315,0.2395
-1.04,-8.841999999999999,0.08552,0.2403
-1.03,-8.831999999999999,0.08719,0.2412
-1.02,-8.822,0.08812,0.2421
-1.01,-8.812,0.08829,0.243
-1.0,-8.802,0.0877,0.2438
-0.99,-8.792,0.08637,0.2447
-0.98,-8.782,0.08437,0.2455
-0.97,-8.772,0.08175,0.2464
-0.96,-8.762,0.07862,0.2471
-0.95,-8.751999999999999,0.07506,0.2479
-0.94,-8.741999999999999,0.07122,0.2486
-0.93,-8.732,0.06722,0.2493
-0.92,-8.722,0.06321,0.2499
-0.91,-8.712,0.05934,0.2505
-0.9,-8.702,0.05576,0.2511
-0.89,-8.692,0.05265,0.2516
-0.88,-8.682,0.05015,0.2521
-0.87,-8.671999999999999,0.04842,0.2526
-0.86,-8.661999999999999,0.04763,0.253
-0.85,-8.652,0.04792,0.2535
-0.84,-8.642,0.04944,0.254
-0.83,-8.632,0.05234,0.2545
-0.82,-8.622,0.05674,0.2551
-0.81,-8.612,0.06276,0.2557
-0.8,-8.602,0.07052,0.2564
-0.79,-8.591999999999999,0.08009,0.2572
-0.78,-8.581999999999999,0.09156,0.2582
-0.77,-8.572,0.1049,0.2592
-0.76,-8.562,0.1203,0.2604
-0.75,-8.552,0.1375,0.2618
-0.74,-8.542,0.1566,0.2634
-0.73,-8.532,0.1774,0.2651
-0.72,-8.522,0.1999,0.2671
-0.71,-8.512,0.2237,0.2694
-0.7,-8.501999999999999,0.2488,0.2718
-0.69,-8.491999999999999,0.2747,0.2746
-0.68,-8.482,0.3014,0.2776
-0.67,-8.472,0.3283,0.2809
-0.66,-8.462,0.3553,0.2844
-0.65,-8.452,0.3819,0.2883
-0.64,-8.442,0.4079,0.2923
-0.63,-8.432,0.4329,0.2967
-0.62,-8.421999999999999,0.4565,0.3012
-0.61,-8.411999999999999,0.4785,0.306
-0.6,-8.402,0.4986,0.311
-0.59,-8.392,0.5166,0.3162
-0.58,-8.382,0.5322,0.3215
-0.57,-8.372,0.5453,0.327
-0.56,-8.362,0.5558,0.3325
-0.55,-8.352,0.5635,0.3381
-0.54,-8.341999999999999,0.5683,0.3438
-0.53,-8.331999999999999,0.5703,0.3495
-0.52,-8.322,0.5693,0.3552
-0.51,-8.312,0.5654,0.3609
-0.5,-8.302,0.5587,0.3665
-0.49,-8.292,0.5492,0.372
-0.48,-8.282,0.537,0.3773
-0.47,-8.272,0.5222,0.3825
